sample_id,exercise,label,frame_sequence,total_frames,knee_angle_right,knee_angle_left,hip_angle_right,hip_angle_left,elbow_angle_right,elbow_angle_left,shoulder_angle_right,shoulder_angle_left,torso_length,knee_angle_right_velocity,knee_angle_left_velocity,hip_angle_right_velocity,hip_angle_left_velocity,elbow_angle_right_velocity,elbow_angle_left_velocity,shoulder_angle_right_velocity,shoulder_angle_left_velocity,knee_angle_right_acceleration
pushup_correct_2.mp4_003,pushup,correct,18,21,172.33952703116333,170.14871833492384,164.54028324560545,176.75325516615985,95.44070113714541,57.3391235997583,42.81928955840385,37.60600097582334,0.20143731392741676,2.2066176054130437,1.6383854439771426,0.8188586385239773,1.5280850263109187,3.4361153196504404,4.348805590467457,-0.916551589864909,-2.6726387756357823,0.45726005970871597
pushup_correct_2.mp4_003,pushup,correct,19,21,174.80358971679337,169.67710168231204,166.874888591325,177.00429733254742,102.4430630364422,64.09717153385336,38.869809402051146,32.570642976182015,0.20188117700680483,2.46406268563004,-0.4716166526118002,2.3346053457195524,0.2510421663875775,7.002361899296787,6.758047934095053,-3.949480156352706,-5.035357999641327,0.2574450802169963
pushup_correct_2.mp4_003,pushup,correct,20,21,174.36696952372932,170.25930210513667,168.47423114731168,178.17628029164996,107.78274220448532,67.7680655033573,40.36858258575272,27.676670772961426,0.20315937391962657,-0.4366201930640443,0.5822004228246271,1.5993425559866807,1.171982959102536,5.339679168043119,3.6708939695039504,1.498773183701573,-4.893972203220589,-2.9006828786940844
pushup_correct_2.mp4_003,pushup,correct,21,21,175.03766708940637,170.32665735276672,171.21434011551995,179.5598702001748,116.40882513851905,76.30641530107813,38.77890192849593,24.7712504560622,0.205528161861199,0.6706975656770453,0.06735524763004719,2.7401089682082613,1.38358990852484,8.626082934033732,8.538349797720826,-1.5896806572567925,-2.9054203168992245,1.1073177587410896
pushup_correct_2.mp4_004,pushup,correct,1,22,170.72289300891072,170.59771132028314,167.42531649082727,176.8395679836698,108.39395493182641,67.16442463368304,39.10652210654847,35.261193152763006,0.20714909797755204,0.5343156057365377,0.6922064573852822,1.3815680496653044,-2.4183762603014145,-8.457491944901875,-6.483555531186525,-5.18736639706961,6.844194724510757,1.3329298774384597
pushup_correct_2.mp4_004,pushup,correct,2,22,167.95257525705892,169.29165237919563,166.15380013700238,178.39788826240556,100.39184979862371,60.87002638371856,35.36441297424351,39.13860863321308,0.20564136109690767,-2.770317751851792,-1.3060589410875139,-1.271516353824893,1.5583202787357493,-8.002105133202704,-6.29439824996448,-3.742109132304961,3.8774154804500753,-3.3046333575883295
pushup_correct_2.mp4_004,pushup,correct,3,22,167.70370896426738,170.3271433513809,166.09908899171035,177.83647559508574,96.30478048250694,57.16181760462235,31.96768940404553,41.59192692545108,0.205302640535397,-0.24886629279154704,1.035490972185272,-0.054711145292031915,-0.5614126673198143,-4.087069316116768,-3.7082087790962106,-3.3967235701979774,2.453318292237995,2.521451459060245
pushup_correct_2.mp4_004,pushup,correct,4,22,169.08153090429812,170.8568914516979,165.10576296154392,177.86004250396516,92.23713179063215,52.97973370270924,28.604175937999326,44.18315711172869,0.2050620603027346,1.377821940030742,0.5297481003169935,-0.9933260301664291,0.023566908879416815,-4.067648691874794,-4.18208390191311,-3.3635134660462036,2.5912301862776133,1.6266882328222891
pushup_correct_2.mp4_004,pushup,correct,5,22,170.42206892715873,170.48779349054468,165.08171330081487,178.12425369454317,89.31495241172064,49.06612340873579,25.697796168998757,47.4362920905865,0.20508794668035213,1.3405380228606134,-0.3690979611532157,-0.024049660729048128,0.2642111905780098,-2.9221793789115083,-3.9136102939734485,-2.9063797690005693,3.2531349788578083,-0.03728391717012869
pushup_correct_2.mp4_004,pushup,correct,6,22,170.3466259928304,168.9392360433855,164.38468708851227,178.6065850612809,87.47464912107186,48.808285340777665,27.84558711470127,47.40894980996542,0.20476418314453776,-0.07544293432832205,-1.548557447159169,-0.6970262123026032,0.4823313667377249,-1.8403032906487766,-0.2578380679581258,2.147790945702514,-0.027342280621077464,-1.4159809571889355
pushup_correct_2.mp4_004,pushup,correct,7,22,170.56856728358548,167.27362587695032,163.8921196775004,178.84433275854983,84.89788574059706,47.91602914961231,23.200272337207178,49.98196635211608,0.20494075636856499,0.22194129075506908,-1.6656101664351866,-0.4925674110118621,0.23774769726892941,-2.5767633804748016,-0.8922561911653588,-4.645314777494093,2.5730165421506612,0.29738422508339113
pushup_correct_2.mp4_004,pushup,correct,8,22,169.84089744904892,166.34863922146587,164.242987428261,178.74109720241609,85.3253532188507,48.27423896896353,22.943666375625167,48.652903460373075,0.20365521969396155,-0.727669834536556,-0.9249866554844459,0.3508677507605853,-0.10323555613373969,0.4274674782536323,0.35820981935122376,-0.2566059615820109,-1.329062891743007,-0.9496111252916251
pushup_correct_2.mp4_004,pushup,correct,9,22,168.93936570989538,165.11784180873022,163.2427089569405,179.9966086111808,88.80904638064777,47.329743475199095,30.473124077283757,48.31921861456054,0.20204356588999003,-0.9015317391535405,-1.2307974127356545,-1.0002784713204846,1.2555114087647041,3.4836931617970777,-0.9444954937644354,7.52945770165859,-0.33368484581253455,-0.17386190461698448
pushup_correct_2.mp4_004,pushup,correct,10,22,169.59217847739282,164.60397124715445,166.73108486277178,179.9752821958916,91.38342536853857,49.21416022241468,29.538894752078054,48.77918429214904,0.20085214374458962,0.6528127674974371,-0.5138705615757715,3.488375905831276,-0.02132641528919521,2.574378987890796,1.8844167472155817,-0.9342293252057026,0.4599656775884995,1.5543445066509776
pushup_correct_2.mp4_004,pushup,correct,11,22,169.2657014103214,165.28730770189668,168.2090694880967,179.97266058032668,92.35692279964736,51.09704961197851,28.581465716819988,47.88075879200907,0.19990117607696165,-0.32647706707140856,0.683336454742232,1.4779846253249218,-0.002621615564919466,0.9734974311087967,1.882889389563836,-0.9574290352580661,-0.8984255001399717,-0.9792898345688457
pushup_correct_2.mp4_004,pushup,correct,12,22,167.6817942481785,165.62052075919223,168.16698700159233,179.8988174907786,92.5918559572922,51.761581782279485,27.78725156915717,47.45424296290557,0.19961740892742963,-1.583907162142907,0.33321305729555206,-0.042082486504369854,-0.07384308954806329,0.23493315764483214,0.6645321703009728,-0.7942141476628173,-0.4265158291035007,-1.2574300950714985
pushup_correct_2.mp4_004,pushup,correct,13,22,167.76835352601967,166.03116457404528,168.21131322796532,179.72881572773414,94.67403603198842,51.47911654512001,28.253188119435528,48.253630554821335,0.20062408136441637,0.08655927784116102,0.4106438148530458,0.044326226372987776,-0.17000176304446768,2.0821800746962253,-0.282465237159478,0.46593655027835723,0.7993875919157674,1.670466439984068
pushup_correct_2.mp4_004,pushup,correct,14,22,168.0145508133385,165.93735197775885,167.87005541222658,179.75958206669296,95.96221518438361,51.55615619060821,28.41222210272578,48.668070812001815,0.2016111242267826,0.24619728731883583,-0.09381259628642624,-0.3412578157387429,0.030766338958812867,1.2881791523951875,0.07703964548820608,0.15903398329025364,0.4144402571804804,0.1596380094776748
pushup_correct_2.mp4_004,pushup,correct,15,22,167.99738583896308,165.9847989911327,167.61669803135678,179.8093652448106,97.31530228743743,52.444575810867,28.80481910828748,48.58926854990631,0.20182524474543811,-0.01716497437541875,0.04744701337384072,-0.25335738086980086,0.049783178117650095,1.3530871030538236,0.8884196202587873,0.3925970055616972,-0.07880226209550756,-0.2633622616942546
pushup_correct_2.mp4_004,pushup,correct,16,22,167.98913682576216,166.12435359952045,166.9806565361063,179.68769280110845,101.37057237624674,52.77662219456893,37.18887959449456,48.423519779017155,0.20117995359790222,-0.008249013200924082,0.1395546083877548,-0.6360414952504811,-0.12167244370215258,4.0552700888093085,0.33204638370192896,8.38406048620708,-0.1657487708891523,0.008915961174494669
pushup_correct_2.mp4_004,pushup,correct,17,22,167.80045840127406,165.80373095974693,165.9030903789982,178.44672085741826,101.0693791733686,52.67397335823332,36.60124297088487,47.446965137322316,0.20136639000182463,-0.1886784244881028,-0.3206226397735179,-1.0775661571080946,-1.240971943690198,-0.3011932028781388,-0.10264883633561084,-0.5876366236096899,-0.9765546416948396,-0.1804294112871787
pushup_correct_2.mp4_004,pushup,correct,18,22,167.6575980151099,164.51428605133614,164.76135652892506,175.1223338614221,102.42972823535052,50.346368744510606,38.792750464902305,45.55927188457384,0.20179686361661886,-0.14286038616415908,-1.2894449084107862,-1.1417338500731375,-3.32438699599615,1.3603490619819212,-2.3276046137227127,2.1915074940174364,-1.8876932527484769,0.04581803832394371
pushup_correct_2.mp4_004,pushup,correct,19,22,168.14468483711903,163.37661384802416,163.73805873973853,170.69138379231575,101.93784237106398,51.09225354326487,41.280633855245014,42.087358897710644,0.20290700430952985,0.48708682200913245,-1.137672203311979,-1.023297789186529,-4.430950069106359,-0.49188586428654446,0.7458847987542612,2.4878833903427093,-3.4719129868631953,0.6299472081732915
pushup_correct_2.mp4_004,pushup,correct,20,22,168.97289555103242,164.32509923829232,163.16314175795918,170.61601537395882,99.62846325887764,54.83210640076449,43.90077063146791,36.75409671604365,0.20448657534242579,0.8282107139133927,0.9484853902681607,-0.5749169817793529,-0.07536841835693053,-2.3093791121863347,3.7398528574996206,2.6201367762228926,-5.333262181666996,0.3411238919042603
pushup_correct_2.mp4_004,pushup,correct,21,22,170.35400537925707,164.2954415410454,162.91404050038219,170.3913595045758,102.40391700677463,58.82803424731154,45.501752707041966,32.61904994398557,0.20592270155594675,1.381109828224652,-0.029657697246932457,-0.24910125757699575,-0.22465586938301385,2.7754537478969894,3.9959278465470547,1.6009820755740591,-4.135046772058075,0.5528991143112592
pushup_correct_2.mp4_004,pushup,correct,22,22,169.5360891370496,166.93395639197206,162.13591699579123,171.86632135394575,114.28765642844185,67.9398008872997,48.314439860319,25.180898784468326,0.20691297069940964,-0.8179162422074739,2.6385148509266685,-0.7781235045909511,1.4749618493699472,11.883739421667215,9.111766639988154,2.8126871532770323,-7.438151159517247,-2.199026070432126
pushup_correct_2.mp4_005,pushup,correct,1,24,169.31238240861936,169.19375179711383,162.79492234767986,178.73703227448354,110.02489875043393,83.71070884231443,49.12758788294598,22.64714214229802,0.21180667809587006,-0.24202339410260265,1.532009820775329,0.3224759846895324,1.0217777963718788,-11.351414344005875,-5.95343724803665,-0.531897334660961,5.417335205213785,0.027447269771641913
pushup_correct_2.mp4_005,pushup,correct,2,24,170.35493507703373,170.31189039298067,163.70495221864692,179.7137651494151,99.91252676108925,67.33976890774193,47.06945139392172,28.90118125638287,0.21101136809512602,1.0425526684143733,1.1181385958668386,0.9100298709670653,0.9767328749315709,-10.11237198934468,-16.370939934572505,-2.058136489024264,6.254039114084851,1.284576062516976
pushup_correct_2.mp4_005,pushup,correct,3,24,168.6540365811767,171.2878462539449,163.09819044036132,179.99590998712128,96.71466387075702,60.95207158731507,45.626705926215365,33.51119114914411,0.21019829732530912,-1.7008984958570181,0.975955860964234,-0.6067617782856018,0.28214483770616994,-3.1978628903322317,-6.3876973204268594,-1.4427454677063523,4.610009892761241,-2.7434511642713915
pushup_correct_2.mp4_005,pushup,correct,4,24,167.6264383392579,170.6218049387641,162.97137909879996,179.58738069852842,94.17967418677442,56.935391241376266,43.00171246044547,37.77582400934396,0.20990305260497738,-1.0275982419188097,-0.66604131518082,-0.1268113415613641,-0.40852928859285953,-2.5349896839826016,-4.016680345938802,-2.6249934657698972,4.264632860199846,0.6733002539382085
pushup_correct_2.mp4_005,pushup,correct,5,24,168.42432531653483,170.9175787715224,163.76550837506286,179.05901612196033,91.24390040578837,53.11092516897391,38.22003357221663,41.46215650196692,0.20887385898365043,0.7978869772769315,0.29577383275830016,0.7941292762629075,-0.5283645765680944,-2.935773780986054,-3.824466072402359,-4.781678888228839,3.6863324926229666,1.8254852191957411
pushup_correct_2.mp4_005,pushup,correct,6,24,168.04565295209073,169.88178024754959,162.41687110608626,179.16758580066417,87.533453803493,49.94987265963479,40.20769377894636,44.608797923494954,0.20748939044057435,-0.3786723644440997,-1.035798523972801,-1.3486372689766029,0.10856967870384437,-3.710446602295363,-3.1610525093391146,1.9876602067297284,3.146641421528031,-1.1765593417210312
pushup_correct_2.mp4_005,pushup,correct,7,24,167.97618864223875,169.47173124855277,162.1614577870877,179.66674851279294,86.18063820277742,47.93946434091166,37.59488065561585,46.53796463735242,0.20557896568743866,-0.06946430985198049,-0.4100489989968139,-0.25541331899856345,0.49916271212876495,-1.3528156007155872,-2.0104083187231296,-2.612813123330504,1.9291667138574624,0.3092080545921192
pushup_correct_2.mp4_005,pushup,correct,8,24,169.40147887201434,169.47065372249588,161.63273601722867,179.23474553783186,85.97663657669405,45.87571640488301,35.52477736584136,47.77889157700142,0.20419745089712044,1.4252902297755838,-0.0010775260568891554,-0.5287217698590325,-0.43200297496107964,-0.20400162608336814,-2.063747936028655,-2.0701032897744938,1.2409269396490004,1.4947545396275643
pushup_correct_2.mp4_005,pushup,correct,9,24,170.12082281525872,170.25831833852686,165.06352318968885,179.53723010018007,88.72798051080943,47.770627034213476,32.189938779750015,46.944030749201815,0.2029150710476996,0.7193439432443824,0.7876646160309804,3.4307871724601853,0.3024845623482122,2.7513439341153827,1.894910629330468,-3.334838586091344,-0.8348608277996021,-0.7059462865312014
pushup_correct_2.mp4_005,pushup,correct,10,24,169.51644091017045,171.37502408164113,166.77111968732117,177.93784063577564,92.2937192366837,46.776262106075954,29.90539981546251,47.7308795441869,0.20230116913577773,-0.6043819050882746,1.1167057431142666,1.7075964976323235,-1.5993894644044246,3.5657387258742688,-0.9943649281375215,-2.2845389642875062,0.7868487949850831,-1.323725848332657
pushup_correct_2.mp4_005,pushup,correct,11,24,170.15011831446594,171.0059727201992,168.31034167915138,177.24770731001223,98.76530613845074,48.068513001873924,29.508545832217475,48.5662055935801,0.20187884670130604,0.6336774042954971,-0.36905136144193307,1.5392219918302033,-0.6901333257634121,6.47158690176704,1.2922508957979701,-0.39685398324503396,0.8353260493932027,1.2380593093837717
pushup_correct_2.mp4_005,pushup,correct,12,24,168.02678217180988,167.3097850691579,168.03578292970138,179.6777598667765,99.45324630201141,46.92164936874384,28.486680985543725,49.83888958254319,0.20136619885747942,-2.1233361426560577,-3.696187651041299,-0.27455874944999437,2.430052556764281,0.6879401635606683,-1.1468636331300814,-1.0218648466737505,1.272683988963088,-2.757013546951555
pushup_correct_2.mp4_005,pushup,correct,13,24,169.34686490554085,168.28119060310846,168.70345620195138,179.42997818131334,95.19446872262435,47.895411831476395,20.217788608808327,51.55090951575204,0.2016305842500638,1.3200827337309704,0.9714055339505592,0.6676732722499992,-0.24778168546316692,-4.258777579387058,0.9737624627325516,-8.268892376735398,1.7120199332088504,3.443418876387028
pushup_correct_2.mp4_005,pushup,correct,14,24,170.11475851971514,167.5819982493244,169.37958473541423,179.4139920224799,98.00452877699946,48.60380756821662,23.03283631221698,51.715608457235646,0.20102796605687648,0.7678936141742838,-0.6991923537840421,0.676128533462844,-0.015986158833442232,2.810060054375114,0.708395736740222,2.815047703408652,0.1646989414836071,-0.5521891195566866
pushup_correct_2.mp4_005,pushup,correct,15,24,170.131466235676,167.41896559452758,168.97663066950886,179.6088834508369,92.46394462882752,48.92214696220406,15.536425294891913,51.628829427348876,0.1999472275665611,0.01670771596084819,-0.1630326547968366,-0.4029540659053623,0.19489142835701045,-5.540584148171945,0.3183393939874435,-7.496411017325066,-0.08677902988677033,-0.7511858982134356
pushup_correct_2.mp4_005,pushup,correct,16,24,170.07016862959603,166.69633341125027,168.38604758341182,179.92605383224242,100.02111450593317,49.32110271820043,24.84518812503299,51.48892212830264,0.19977335424924225,-0.06129760607996104,-0.7226321832773124,-0.5905830860970411,0.3171703814055036,7.55716987710565,0.39895575599636857,9.308762830141077,-0.13990729904623578,-0.07800532204080923
pushup_correct_2.mp4_005,pushup,correct,17,24,169.59198197105673,166.65669878638926,168.53693527269036,179.98636385745496,98.895443802842,50.01935571721703,27.78350678876752,50.557299950391176,0.20019755312082962,-0.4781866585393004,-0.03963462486100866,0.1508876892785338,0.06031002521254436,-1.1256707030911741,0.6982529990166029,2.938318663734531,-0.9316221779114642,-0.4168890524593394
pushup_correct_2.mp4_005,pushup,correct,18,24,169.88307288480732,166.94890792896555,167.67533206985806,179.6982604668425,96.28614709220048,49.51494870932348,33.27417703858425,49.87957500436008,0.2009607188072072,0.2910909137505939,0.29220914257629715,-0.8616032028322991,-0.2881033906124628,-2.609296710641516,-0.5044070078935547,5.490670249816727,-0.6777249460310983,0.7692775722898944
pushup_correct_2.mp4_005,pushup,correct,19,24,170.2287220038758,166.6399647762611,165.43498429015293,179.0846688974854,95.57782254572919,46.88438452886573,36.86930639115788,47.67188117537381,0.20149735118118747,0.34564911906846874,-0.30894315270444395,-2.2403477797051323,-0.6135915693571121,-0.7083245464712888,-2.630564180457746,3.595129352573629,-2.2076938289862653,0.05455820531787481
pushup_correct_2.mp4_005,pushup,correct,20,24,169.7363085779518,166.23030262398018,163.30000667450818,177.37800873793378,94.22148601360753,48.82316424764633,39.865932954464405,44.60731583137347,0.2032364061374135,-0.49241342592398496,-0.40966215228093006,-2.1349776156447433,-1.7066601595516033,-1.3563365321216594,1.9387797187806015,2.9966265633065277,-3.064565344000343,-0.8380625449924537
pushup_correct_2.mp4_005,pushup,correct,21,24,169.7278819849253,165.99495331084674,162.81333570922394,175.9694318252704,98.11660060392826,52.231988605255,44.14044383083713,41.94557201105732,0.20349283263952284,-0.008426593026513274,-0.23534931313344032,-0.48667096528424736,-1.408576912663392,3.8951145903207305,3.4088243576086654,4.274510876372723,-2.661743820316147,0.4839868328974717
pushup_correct_2.mp4_005,pushup,correct,22,24,170.66629659828843,169.8243975646398,164.87007107550383,178.3007380562419,101.9548351425297,58.701971271545844,44.48291953922614,37.24707424434551,0.20409176052158995,0.9384146133631361,3.8294442537930706,2.056735366279895,2.3313062309715065,3.8382345386014407,6.469982666290846,0.34247570838901,-4.69849776671181,0.9468412063896494
pushup_correct_2.mp4_005,pushup,correct,23,24,169.94626010886506,170.81832927658328,164.83039811291923,178.95405586630244,102.87888390078093,65.1981409441832,48.530018501487355,32.50299751830027,0.20482954619448926,-0.7200364894233644,0.9939317119434747,-0.03967296258460351,0.6533178100605426,0.9240487582512316,6.49616967263735,4.047098962261217,-4.744076726045243,-1.6584511027865005
pushup_correct_2.mp4_005,pushup,correct,24,24,170.95408307441244,171.40649173015333,166.22423712646852,179.6806261314675,115.44402796146294,69.61984421050462,50.76122090734931,27.076783096297923,0.20636413459959485,1.0078229655473763,0.5881624535700496,1.3938390135492966,0.7265702651650656,12.565144060682002,4.42170326632143,2.231202405861957,-5.426214422002346,1.7278594549707407
pushup_correct_2.mp4_006,pushup,correct,1,29,170.07187127648433,172.55547557383653,162.94584878812938,178.9783529402483,112.75174289559402,74.82832660969125,47.811991045833565,27.416949116052898,0.20847377903347442,0.532866163597788,0.43534733459472363,-0.351669532221905,0.21204681061195174,-8.028114966443127,-17.709687345806785,-1.9546300419689047,10.05154187668986,1.1199128180586797
pushup_correct_2.mp4_006,pushup,correct,2,29,171.2943873472263,173.5813228114773,164.30493219376558,179.95598913500262,105.48887758454705,68.08796906547892,44.18491306348753,31.105320838014187,0.20855143817592917,1.2225160707419604,1.025847237640761,1.3590834056361984,0.9776361947543251,-7.262865311046966,-6.74035754421233,-3.6270779823460373,3.688371721961289,0.6896499071441724
pushup_correct_2.mp4_006,pushup,correct,3,29,170.25967605589975,172.82839372247878,165.29509752385565,179.81935016964104,100.07999421510644,63.95245893091178,39.651418021954996,34.211289053895904,0.2078566124209469,-1.0347112913265448,-0.7529290889985134,0.9901653300900648,-0.13663896536158404,-5.408883369440616,-4.135510134567134,-4.533495041532532,3.105968215881717,-2.2572273620685053
pushup_correct_2.mp4_006,pushup,correct,4,29,171.71433622612489,171.4926944731394,166.38188344123685,179.95355690186693,98.31643721403053,55.91353211088848,35.88368738750071,40.199296496343756,0.20733973410600348,1.4546601702251394,-1.3356992493393705,1.0867859173812064,0.1342067322258913,-1.7635570010759096,-8.038926820023299,-3.7677306344542885,5.988007442447852,2.489371461551684
pushup_correct_2.mp4_006,pushup,correct,5,29,171.94497205030933,171.1744798182696,166.55181263890435,179.076787366022,94.6681287949033,53.60763926441434,33.612775245476385,42.64027067644124,0.20671016694315533,0.2306358241844464,-0.3182146548698199,0.16992919766749992,-0.876769535844943,-3.6483084191272326,-2.305892846474144,-2.270912142024322,2.4409741800974842,-1.224024346040693
pushup_correct_2.mp4_006,pushup,correct,6,29,171.29514867822974,169.45833827107654,166.26071204369967,179.89515301394812,93.9315492052042,51.161095545786395,32.04077574251943,44.175028475158335,0.20663524867705335,-0.6498233720795952,-1.7161415471930468,-0.2911005952046821,0.8183656479261288,-0.7365795896990903,-2.446543718627943,-1.571999502956956,1.534757798717095,-0.8804591962640416
pushup_correct_2.mp4_006,pushup,correct,7,29,170.1687861404403,168.0356011089007,163.82826287857836,179.50486128579192,91.14908294666225,50.10204949138733,34.68515795556117,46.17129065692841,0.20607925210782244,-1.126362537789447,-1.4227371621758493,-2.4324491651213123,-0.3902917281561997,-2.782466258541959,-1.0590460543990616,2.6443822130417445,1.9962621817700779,-0.4765391657098519
pushup_correct_2.mp4_006,pushup,correct,8,29,170.17933609674108,168.50770399330102,163.69704482048184,178.92749865090988,87.97645439023349,50.076690958643084,33.40377434888163,46.363215038707615,0.20486639721788846,0.010549956300792473,0.47210288440032855,-0.13121805809652187,-0.5773626348820358,-3.172628556428762,-0.025358532744249374,-1.2813836066795403,0.19192438177920224,1.1369124940902395
pushup_correct_2.mp4_006,pushup,correct,9,29,171.11536834545598,168.18141631874832,163.86933893711728,178.61165307633772,90.29787075074383,51.77194376827549,40.358613302939155,44.228728700387244,0.20274773118682118,0.9360322487148949,-0.32628767455270236,0.1722941166354417,-0.31584557457216533,2.321416360510341,1.6952528096324073,6.9548389540575215,-2.1344863383203716,0.9254822924141024
pushup_correct_2.mp4_006,pushup,correct,10,29,170.05315504943815,169.02648918688368,163.69824369706518,179.0517415085568,88.80871595680543,51.893795352736014,40.012411769520035,43.19873585978949,0.20045112287128938,-1.0622132960178305,0.845072868135361,-0.17109524005209664,0.4400884322190848,-1.489154793938397,0.12185158446052213,-0.3462015334191193,-1.0299928405977568,-1.9982455447327254
pushup_correct_2.mp4_006,pushup,correct,11,29,170.40601552297488,169.76113716931494,165.48013690821261,178.74492636719336,91.50675410091162,51.81656053049284,41.42854713625441,42.82265875479265,0.1988442863969247,0.35286047353673666,0.7346479824312553,1.781893211147434,-0.3068151413634439,2.6980381441061922,-0.07723482224317024,1.4161353667343732,-0.37607710499683833,1.4150737695545672
pushup_correct_2.mp4_006,pushup,correct,12,29,170.7953127922263,169.78480086446564,166.33751298204146,179.49877028413266,93.52034380489921,51.398805751222724,43.41649136382522,44.901560594091826,0.1988286485065031,0.38929726925141495,0.023663695150702324,0.8573760738288456,0.753843916939303,2.0135897039875914,-0.41775477927011906,1.9879442275708143,2.078901839299178,0.03643679571467828
pushup_correct_2.mp4_006,pushup,correct,13,29,170.64301848041592,169.1709857200982,166.44130555312958,179.17378054029055,92.72984196596715,50.34697441639163,39.99414131252839,46.56743950652301,0.19894986567237924,-0.15229431181037967,-0.613815144367436,0.10379257108812112,-0.3249897438421101,-0.7905018389320588,-1.0518313348310926,-3.4223500512968315,1.6658789124311824,-0.5415915810617946
pushup_correct_2.mp4_006,pushup,correct,14,29,170.50792442747164,166.72260163815693,167.37730293972677,178.99215119694563,96.25377093770659,49.72388873674703,39.85663392541624,48.4909423341866,0.19905600130601445,-0.13509405294428234,-2.4483840819412706,0.9359973865971938,-0.1816293433449232,3.523928971739437,-0.6230856796446034,-0.1375073871121515,1.9235028276635902,0.01720025886609733
pushup_correct_2.mp4_006,pushup,correct,15,29,170.32590201008003,166.01598365807078,167.46307634761092,178.69042289657153,96.69761254080015,50.63585246461015,40.926120556159944,48.337138157168326,0.19904983897560932,-0.1820224173916074,-0.7066179800861505,0.08577340788414745,-0.30172830037409426,0.4438416030935599,0.9119637278631245,1.0694866307437039,-0.15380417701827298,-0.046928364447325066
pushup_correct_2.mp4_006,pushup,correct,16,29,170.51702097981874,166.31562412709508,168.20370344167495,177.8726790345564,98.77507337291556,53.86229431558142,41.28296276455634,48.76284164000379,0.19900523264986317,0.19111896973871012,0.29964046902429686,0.740627094064024,-0.8177438620151349,2.077460832115406,3.22644185097127,0.3568422083963938,0.4257034828354662,0.3731413871303175
pushup_correct_2.mp4_006,pushup,correct,17,29,170.11326124197998,166.73282909856306,167.85476659592067,177.56200736039946,100.531383888686,54.137727328708486,44.47209556730085,48.80727694888462,0.198798878896333,-0.4037597378387545,0.4172049714679815,-0.34893684575428097,-0.31067167415693575,1.756310515770437,0.2754330131270635,3.18913280274451,0.04443530888082847,-0.5948787075774646
pushup_correct_2.mp4_006,pushup,correct,18,29,169.42160603993057,166.73688279800456,167.32331529640155,177.7476757122085,100.50875941289942,52.74695065715005,46.848805197361465,48.92801860241248,0.1989404266330105,-0.691655202049418,0.004053699441499248,-0.5314512995191194,0.18566835180902785,-0.022624475786571452,-1.3907766715584344,2.376709630060617,0.12074165352785826,-0.2878954642106635
pushup_correct_2.mp4_006,pushup,correct,19,29,169.77899196325853,167.21894336825756,167.11311790566342,177.6208147672705,101.88568195730996,51.239236829963836,47.80308663914346,48.87258057212831,0.19863709209872643,0.3573859233279677,0.4820605702529974,-0.2101973907381307,-0.12686094493798805,1.376922544410533,-1.5077138271862154,0.954281441781994,-0.05543803028417216,1.0490411253773857
pushup_correct_2.mp4_006,pushup,correct,20,29,169.95361367764474,168.1004508526258,166.97627966503964,177.328550005881,96.55410751066769,49.810568495040044,46.81802899309214,49.022647449129856,0.19810921477990076,0.17462171438620544,0.8815074843682567,-0.13683824062377425,-0.29226476138950375,-5.331574446642264,-1.4286683349237919,-0.9850576460513167,0.15006687700154941,-0.18276420894176226
pushup_correct_2.mp4_006,pushup,correct,21,29,169.75862052561268,168.2782203181292,165.7230551715393,178.38935345250277,85.67755870879863,48.491775713222225,44.257262035831,47.93884911967635,0.19806913426681283,-0.1949931520320547,0.17776946550338835,-1.2532244935003405,1.060803446621776,-10.876548801869063,-1.3187927818178196,-2.5607669572611442,-1.0837983294535078,-0.36961486641826014
pushup_correct_2.mp4_006,pushup,correct,22,29,168.62829249274662,168.45029564364054,164.8712554776703,178.6096496372759,84.87620540757169,48.03034164626424,45.377662155955335,46.7465054268497,0.19920977547684335,-1.1303280328660605,0.17207532551134364,-0.8517996938689976,0.22029618477313306,-0.8013533012269392,-0.4614340669579846,1.1204001201243372,-1.1923436928266469,-0.9353348808340058
pushup_correct_2.mp4_006,pushup,correct,23,29,167.35410070355843,167.56214395910177,163.60083710321896,179.67809674197898,85.40251514290982,49.61302695652128,47.04622266228014,43.045330526913204,0.19998443171470848,-1.274191789188194,-0.8881516845387694,-1.2704183744513387,1.0684471047030684,0.5263097353381312,1.582685310257041,1.668560506324802,-3.701174899936497,-0.14386375632213344
pushup_correct_2.mp4_006,pushup,correct,24,29,168.32212296009104,165.3292078394719,162.5478456108843,176.28402878036343,88.47021860383965,53.857545706601385,48.8601493188337,38.95791692041517,0.20103671794570419,0.9680222565326062,-2.232936119629869,-1.0529914923346553,-3.394067961615548,3.0677034609298346,4.244518750080104,1.8139266565535621,-4.087413606498032,2.2422140457208
pushup_correct_2.mp4_006,pushup,correct,25,29,168.89721965229157,165.9085299999338,163.10617548384667,176.07431529280603,83.97006651100783,53.93644760833212,48.9755334965832,39.04342227357051,0.20295042747465133,0.5750966922005318,0.579322160461885,0.5583298729623607,-0.20971348755739427,-4.500152092831826,0.07890190173073108,0.1153841777495046,0.08550535315534091,-0.3929255643320744
